Vehicle Type,Avg VTAT,Avg CTAT,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
Go Mini,5.6,34.5,1921.0,10.61,4.9,4.1,0
Premier Sedan,13.6,29.3,217.0,11.95,4.1,4.2,4
Premier Sedan,14.2,22.6,759.0,47.86,4.7,4.4,3
Auto,12.0,26.4,1314.0,41.03,4.0,4.2,3
Go Sedan,6.0,38.4,702.0,40.74,4.9,4.0,3
Premier Sedan,2.6,38.6,263.0,39.92,4.5,4.8,3
Auto,6.1,22.5,1969.0,31.42,4.2,4.2,3
Go Mini,8.1,26.8,937.0,25.19,4.9,4.8,0
Go Mini,2.4,44.4,824.0,2.68,4.9,4.8,3
Premier Sedan,3.2,31.9,70.0,40.44,3.7,3.5,0
Bike,3.7,33.1,288.0,5.26,4.7,4.3,2
Bike,10.6,35.6,688.0,17.99,3.7,4.2,3
eBike,4.9,28.0,443.0,20.12,4.1,4.9,1
Auto,4.8,41.6,279.0,25.16,4.2,4.3,0
Auto,13.2,44.6,770.0,48.01,4.6,4.6,4
Go Mini,14.5,33.0,882.0,21.43,4.3,4.5,3
Bike,3.9,23.9,668.0,45.61,4.5,4.5,3
Auto,8.7,34.8,395.0,39.81,4.6,4.2,3
Premier Sedan,2.8,36.3,687.0,23.02,4.6,4.9,3
Auto,4.1,27.8,353.0,27.56,4.2,4.7,4
Go Mini,2.5,35.2,290.0,17.23,4.9,4.3,3
Go Mini,7.5,25.6,314.0,4.23,4.9,4.9,4
Go Mini,2.9,38.4,321.0,36.36,4.6,3.0,3
Uber XL,11.8,42.7,167.0,11.38,4.6,4.0,1
Go Sedan,11.1,34.6,179.0,49.97,4.1,4.9,0
Premier Sedan,4.0,28.5,293.0,38.33,4.3,4.1,3
Bike,6.2,18.1,1030.0,22.02,3.7,5.0,3
eBike,12.7,35.1,409.0,43.31,4.1,4.3,3
eBike,3.2,21.1,737.0,14.78,3.8,4.8,3
Go Mini,5.1,19.7,96.0,41.48,3.8,4.9,3
eBike,14.3,22.9,673.0,12.2,4.6,4.0,3
Go Mini,8.4,15.9,111.0,39.7,3.2,3.3,3
Go Mini,9.9,25.0,899.0,32.99,4.6,4.7,3
eBike,7.2,20.3,564.0,25.3,5.0,4.6,0
Go Sedan,7.3,36.7,921.0,6.48,4.4,4.2,4
eBike,2.2,42.9,550.0,35.33,4.2,4.1,3
Go Mini,11.6,33.0,242.0,15.48,4.1,4.5,2
Premier Sedan,4.1,38.5,118.0,12.77,4.1,4.2,1
Auto,8.8,44.0,465.0,34.07,3.7,4.2,4
Bike,14.2,29.3,719.0,43.5,4.1,4.5,0
Go Sedan,15.0,41.5,206.0,32.59,4.0,5.0,3
Go Mini,11.8,30.0,111.0,32.58,4.5,4.5,3
Auto,11.4,32.8,677.0,24.55,4.3,4.4,2
Go Mini,5.1,35.7,109.0,7.8,4.3,4.6,4
Premier Sedan,3.0,36.7,228.0,46.96,4.6,4.2,4
Bike,8.4,20.5,204.0,15.37,3.1,4.9,0
Go Mini,3.9,35.9,605.0,17.74,5.0,3.9,4
Auto,8.7,35.8,78.0,10.97,3.3,4.9,3
Go Sedan,11.9,30.7,512.0,13.15,4.3,4.2,3
Premier Sedan,3.3,44.5,179.0,21.69,3.6,3.6,4
Go Mini,13.1,30.5,824.0,8.63,4.1,3.8,0
Bike,6.2,37.6,351.0,49.67,3.0,4.3,3
Go Sedan,6.2,34.3,837.0,32.03,5.0,4.3,3
Go Mini,5.3,23.2,371.0,4.13,4.5,4.8,0
Go Mini,11.6,18.4,650.0,30.96,4.2,4.3,3
Bike,3.2,28.2,3921.0,44.67,4.6,4.5,3
Go Sedan,2.3,35.6,628.0,26.32,4.6,4.9,0
Auto,2.2,38.5,2197.0,2.47,4.7,5.0,3
Go Sedan,2.8,39.2,668.0,20.64,4.6,4.7,3
Bike,5.0,21.9,387.0,20.36,4.4,4.3,3
Go Mini,6.6,29.9,738.0,27.08,4.2,4.6,2
Premier Sedan,5.9,37.7,318.0,39.67,4.3,4.2,3
Go Sedan,4.1,39.6,988.0,7.89,4.2,4.6,3
Go Mini,12.0,44.6,437.0,49.29,4.3,4.2,3
Bike,7.5,31.0,992.0,33.0,5.0,4.2,3
Go Mini,4.6,27.1,226.0,35.1,4.6,3.0,0
Premier Sedan,6.3,17.4,545.0,25.04,3.6,3.7,4
Go Mini,9.8,42.2,480.0,9.77,4.2,5.0,1
Auto,4.3,15.7,1056.0,28.24,3.9,4.3,4
Premier Sedan,2.5,22.8,309.0,25.41,4.7,4.5,3
Auto,14.7,22.2,613.0,23.37,4.3,4.2,0
Premier Sedan,13.2,26.5,518.0,15.49,5.0,4.1,1
Go Sedan,3.3,44.7,335.0,31.76,4.4,3.1,2
Go Sedan,12.0,32.3,792.0,17.67,4.3,3.8,1
Go Sedan,5.2,27.6,725.0,41.49,4.1,4.9,0
Auto,11.7,42.9,1220.0,7.93,4.5,5.0,2
eBike,13.6,18.7,224.0,30.46,4.6,4.6,3
Bike,9.1,24.8,420.0,19.06,4.7,5.0,0
Go Sedan,2.2,21.6,198.0,39.2,4.9,3.9,3
Premier Sedan,2.1,35.2,155.0,5.65,4.3,4.9,3
Go Sedan,10.5,40.1,449.0,34.77,3.8,5.0,0
Go Mini,10.6,32.0,1212.0,46.32,4.7,3.8,3
Go Sedan,10.9,28.8,779.0,2.53,4.5,4.2,3
Bike,11.4,39.0,1066.0,49.42,4.3,4.2,4
Premier Sedan,13.7,16.6,506.0,22.61,3.2,3.9,3
Bike,12.6,29.7,466.0,19.2,4.7,4.6,3
Go Mini,10.9,34.6,494.0,12.83,4.3,4.1,3
Bike,2.2,34.3,92.0,32.81,3.8,5.0,1
Bike,12.3,25.9,285.0,38.27,3.1,4.6,2
Auto,8.7,30.8,325.0,9.87,3.6,4.3,4
Go Mini,11.2,22.6,1370.0,14.95,4.2,3.8,0
Premier Sedan,8.5,45.0,382.0,8.87,4.6,4.9,3
Go Sedan,7.0,18.7,411.0,7.83,5.0,4.3,0
Go Mini,10.8,41.6,411.0,22.23,4.2,3.9,3
Go Mini,8.3,34.0,339.0,32.36,4.3,4.8,0
Premier Sedan,12.8,30.4,1289.0,2.55,4.6,4.6,0
Premier Sedan,4.7,16.6,362.0,15.42,3.8,4.8,3
Auto,11.1,35.2,579.0,43.54,4.4,4.4,2
Go Mini,12.3,29.9,250.0,32.27,4.3,3.1,3
Auto,6.6,17.8,277.0,23.5,3.8,4.6,2
Auto,11.6,24.3,137.0,2.55,4.6,4.3,3
Go Sedan,9.3,29.7,166.0,16.85,4.2,4.4,3
Premier Sedan,14.1,38.1,631.0,29.95,4.5,4.2,0
Auto,6.0,33.8,633.0,16.42,3.6,3.8,0
Go Sedan,4.8,34.6,829.0,35.88,3.9,4.9,1
Bike,2.9,39.9,694.0,11.1,4.4,4.8,3
Go Mini,9.2,29.3,1368.0,18.7,4.4,4.9,1
Go Mini,8.2,32.7,734.0,14.15,3.7,4.6,3
Go Mini,13.1,22.8,568.0,23.36,4.5,5.0,0
Go Mini,5.5,34.4,322.0,40.16,4.6,4.4,3
Go Mini,5.5,24.5,214.0,28.37,4.9,4.9,3
Auto,2.8,33.2,459.0,14.76,4.3,4.4,0
Premier Sedan,2.7,42.9,425.0,41.16,4.7,4.7,3
Auto,2.9,28.5,769.0,24.41,4.2,4.7,1
Go Sedan,12.6,34.4,1296.0,8.72,4.6,4.3,1
Uber XL,6.5,38.3,165.0,28.68,3.2,4.3,3
Bike,13.1,34.3,925.0,4.9,4.3,4.5,4
Premier Sedan,12.6,25.4,324.0,13.24,3.8,4.2,0
Auto,4.8,28.0,325.0,47.36,4.4,4.1,0
Auto,4.3,26.4,729.0,17.02,4.9,4.3,3
Go Mini,11.3,37.9,684.0,18.85,4.2,4.2,0
Uber XL,2.1,41.9,272.0,22.77,4.3,4.3,3
Premier Sedan,4.3,18.1,364.0,43.82,4.4,4.6,4
Premier Sedan,13.2,23.3,575.0,33.67,3.4,4.7,3
Go Sedan,14.0,42.0,863.0,31.91,4.7,4.7,0
Go Mini,9.0,29.2,122.0,5.55,4.1,4.8,0
Auto,10.7,19.7,125.0,11.72,4.3,4.1,4
Auto,8.0,43.1,423.0,6.3,4.6,4.1,3
Auto,5.7,38.3,108.0,25.5,4.5,4.4,0
Bike,7.2,23.2,951.0,18.03,4.3,4.3,1
Go Sedan,9.0,43.9,497.0,30.11,3.9,4.7,0
Go Mini,9.2,31.8,481.0,40.57,4.4,4.8,3
Bike,3.6,24.3,2072.0,10.19,4.5,4.3,3
Go Mini,12.9,42.7,753.0,33.79,4.3,4.6,3
Auto,3.1,21.0,357.0,33.49,4.8,4.7,3
Go Mini,3.5,32.7,145.0,27.3,3.0,4.2,4
Bike,7.9,39.7,131.0,12.24,4.7,4.1,3
Premier Sedan,13.6,32.4,453.0,34.27,4.2,4.8,1
Uber XL,6.7,15.4,219.0,11.03,3.7,4.2,3
Go Mini,8.1,44.3,147.0,30.47,4.2,4.4,3
Go Sedan,6.1,34.8,741.0,17.86,4.9,4.6,2
Premier Sedan,7.7,31.0,432.0,23.12,4.9,4.7,4
Go Sedan,6.4,22.2,2109.0,29.37,3.8,4.2,2
Bike,14.1,29.0,609.0,45.35,3.9,4.9,3
Bike,7.7,24.5,233.0,45.32,4.1,4.9,0
Go Mini,4.1,27.3,2242.0,46.32,4.3,4.6,3
Auto,8.2,15.1,491.0,39.97,4.2,4.8,1
Premier Sedan,6.4,40.0,1243.0,12.18,3.2,4.2,0
Auto,10.5,36.6,293.0,27.64,4.9,4.6,0
Go Mini,12.0,32.8,555.0,20.24,3.9,4.3,3
Auto,14.2,35.3,428.0,5.72,4.3,4.9,3
Go Mini,8.7,17.8,373.0,46.67,4.1,4.7,2
Auto,4.4,42.3,75.0,34.16,4.6,4.9,0
Premier Sedan,9.7,32.2,796.0,20.62,4.4,4.6,4
Premier Sedan,8.9,43.3,354.0,48.92,4.2,4.6,4
Auto,4.2,22.0,1298.0,20.68,4.2,4.9,0
eBike,7.8,24.0,75.0,31.41,4.3,4.2,3
Go Mini,9.4,33.7,580.0,47.8,4.5,4.6,2
Go Sedan,13.8,23.3,270.0,21.39,4.5,3.9,3
Bike,12.9,27.8,256.0,16.23,4.7,4.9,3
Go Mini,3.0,34.7,659.0,8.9,3.7,4.9,2
Go Mini,12.9,37.8,354.0,15.86,3.3,4.3,4
Go Mini,14.7,36.5,613.0,25.98,4.7,4.5,3
Go Sedan,9.9,17.8,398.0,5.04,4.9,4.9,3
Auto,7.0,26.7,315.0,29.78,4.5,4.3,0
Uber XL,8.6,24.3,340.0,27.28,3.9,4.3,1
Bike,7.4,28.2,364.0,31.5,4.2,4.1,0
Go Sedan,2.7,20.7,411.0,26.78,4.3,4.9,0
Bike,9.7,17.3,370.0,39.08,3.8,4.9,0
Premier Sedan,5.8,36.6,317.0,46.14,4.6,4.3,2
Go Sedan,3.6,17.5,965.0,29.61,4.9,4.7,4
Auto,4.1,25.2,575.0,16.46,4.3,4.9,3
Go Mini,10.1,16.0,102.0,8.75,3.7,4.2,0
Premier Sedan,11.7,21.2,305.0,4.73,4.1,4.4,3
Auto,7.4,15.5,159.0,35.37,3.9,4.5,0
Premier Sedan,14.3,44.8,249.0,2.46,4.3,4.3,3
Premier Sedan,7.4,40.6,1524.0,4.61,3.9,4.6,4
Go Mini,4.7,17.4,668.0,38.66,4.2,3.7,3
Go Mini,10.5,29.7,486.0,20.04,4.8,4.5,4
Go Sedan,9.3,19.9,368.0,18.69,4.1,4.3,3
Auto,14.5,19.2,739.0,8.59,4.6,4.5,0
eBike,9.4,15.8,1554.0,33.92,4.9,4.1,4
eBike,8.5,44.7,2915.0,19.89,4.3,4.2,3
Go Sedan,2.6,18.9,1595.0,32.22,4.7,4.3,3
Auto,6.0,41.0,102.0,31.84,3.4,4.3,3
Go Mini,4.5,21.9,700.0,47.76,4.4,5.0,0
eBike,2.8,38.4,450.0,13.63,4.4,5.0,3
Auto,10.6,40.5,230.0,44.52,4.2,4.5,3
Auto,11.4,38.0,815.0,2.91,4.3,4.3,0
Auto,12.0,17.8,490.0,40.74,4.5,4.9,4
Uber XL,3.8,15.3,54.0,2.47,4.2,4.5,0
eBike,6.4,41.3,60.0,14.91,3.9,4.9,3
Auto,3.3,16.9,102.0,36.15,3.2,4.9,4
Bike,11.4,40.8,140.0,44.36,4.1,3.7,3
Go Mini,10.1,23.8,476.0,18.81,4.6,3.7,0
eBike,3.2,40.8,330.0,15.1,3.0,4.3,3
Auto,8.8,19.3,1159.0,25.5,4.2,3.9,4
Auto,5.1,32.9,185.0,12.95,4.0,4.3,3
Auto,12.1,39.9,652.0,27.32,4.3,3.9,3
Premier Sedan,5.6,26.1,474.0,48.36,3.1,4.9,1
eBike,10.7,22.7,901.0,15.95,4.5,4.5,1
Auto,9.5,31.7,385.0,8.28,4.1,4.4,3
Go Mini,6.4,35.7,607.0,39.14,4.9,4.8,0
eBike,9.0,24.7,163.0,12.25,4.3,4.9,0
Go Sedan,14.8,40.1,538.0,5.76,4.2,4.9,3
Premier Sedan,14.6,23.6,465.0,45.27,4.1,4.3,0
Uber XL,3.9,39.0,359.0,48.76,4.4,4.4,0
Auto,14.4,34.2,790.0,32.14,4.2,4.6,3
Bike,14.2,40.5,187.0,5.56,4.0,4.2,3
Auto,2.5,15.1,463.0,13.03,5.0,4.6,4
Premier Sedan,10.0,39.9,199.0,48.05,3.2,4.9,3
Go Mini,14.7,24.2,348.0,31.06,4.3,4.9,1
Go Sedan,6.5,24.1,847.0,44.68,4.9,4.9,0
Auto,12.7,38.4,206.0,13.76,4.3,4.5,0
Bike,9.1,20.9,1196.0,6.36,4.0,5.0,2
Premier Sedan,3.3,33.1,207.0,22.99,3.9,4.9,0
Bike,7.9,19.4,753.0,40.8,4.5,4.3,0
Go Mini,4.2,33.3,1373.0,5.78,4.5,4.6,3
Go Mini,5.9,29.6,486.0,22.43,3.9,3.9,0
Auto,12.8,35.0,147.0,31.87,4.2,4.2,4
Go Sedan,7.2,21.3,210.0,8.21,4.4,4.3,3
Bike,14.2,21.0,825.0,45.25,4.8,4.6,2
Auto,7.9,22.7,163.0,20.77,4.6,3.4,3
Go Mini,2.6,43.0,487.0,30.78,4.3,4.2,1
Premier Sedan,11.1,41.6,376.0,31.0,4.2,3.9,0
Premier Sedan,12.4,36.5,141.0,14.93,4.4,4.7,4
Auto,6.2,26.2,64.0,27.61,3.7,4.3,4
Premier Sedan,2.2,18.6,411.0,15.1,4.3,4.6,1
Bike,9.1,15.5,216.0,21.89,4.2,4.6,3
Go Mini,7.4,21.3,1474.0,23.3,4.7,4.3,0
Go Sedan,11.6,24.3,58.0,21.59,4.0,4.9,0
Auto,3.4,16.8,359.0,36.84,4.9,3.6,3
Auto,10.8,16.1,718.0,21.97,3.8,4.9,4
Go Mini,12.7,20.9,56.0,29.6,3.8,4.8,1
Auto,13.2,40.1,99.0,43.44,4.2,4.4,2
Bike,13.2,19.7,633.0,47.1,4.2,4.9,3
Auto,5.6,20.3,438.0,17.11,4.7,4.6,1
Premier Sedan,9.8,43.0,875.0,8.55,4.4,4.3,3
Uber XL,8.1,16.0,3597.0,12.12,4.3,4.2,3
Go Mini,12.2,40.2,374.0,10.74,4.7,4.9,3
Bike,7.0,43.1,969.0,33.66,3.2,3.6,3
Go Sedan,14.7,28.9,184.0,30.0,4.2,4.7,3
Premier Sedan,12.8,36.9,1874.0,48.73,4.9,4.3,2
Go Sedan,10.8,39.9,265.0,17.92,4.4,4.8,0
Go Mini,6.7,28.4,493.0,30.3,3.6,3.4,3
Go Sedan,10.3,15.5,278.0,30.74,4.2,4.6,4
Go Mini,6.9,32.4,536.0,30.42,4.5,4.6,0
Premier Sedan,5.2,33.2,331.0,10.1,5.0,4.2,3
Premier Sedan,5.5,28.3,996.0,33.85,4.0,4.1,1
Premier Sedan,4.6,29.8,810.0,39.78,4.3,3.9,4
Bike,15.0,42.3,397.0,9.61,4.7,4.2,4
Go Sedan,11.8,16.2,348.0,48.45,4.5,4.5,0
Go Mini,6.8,42.4,358.0,47.13,3.4,3.4,0
Bike,3.1,38.3,224.0,5.77,3.8,4.1,3
Bike,6.8,42.3,560.0,37.97,4.2,4.9,3
Go Mini,11.4,19.3,520.0,35.22,4.2,4.8,0
Go Mini,3.2,22.0,941.0,12.71,4.4,4.1,3
eBike,11.7,28.9,482.0,36.43,4.6,4.5,3
Go Mini,4.0,43.0,994.0,35.9,4.2,4.4,4
Auto,6.0,41.2,451.0,40.36,4.1,4.2,3
Premier Sedan,11.0,24.3,191.0,14.29,4.6,4.4,3
Premier Sedan,7.0,15.7,1224.0,23.67,4.3,5.0,0
Go Sedan,8.0,40.1,275.0,44.42,4.2,3.0,4
Bike,10.9,20.6,412.0,13.36,4.2,4.3,3
Go Mini,11.7,15.8,815.0,10.37,4.4,4.1,4
Auto,7.1,16.5,598.0,36.69,4.6,4.6,0
Go Sedan,12.1,21.4,752.0,36.42,4.7,4.6,2
Go Sedan,8.9,31.9,285.0,29.55,3.6,4.3,4
Go Sedan,7.6,25.5,812.0,20.49,4.6,4.7,3
Go Mini,2.6,17.0,559.0,8.73,4.3,5.0,4
Bike,12.0,41.1,119.0,7.54,4.7,4.2,3
Go Sedan,10.0,44.6,226.0,6.54,4.9,4.1,4
Premier Sedan,10.8,24.1,435.0,4.18,4.5,3.7,0
Go Mini,13.1,33.1,570.0,48.56,3.2,4.7,3
Go Mini,7.6,17.3,650.0,10.92,4.2,4.1,0
Bike,12.9,19.2,1739.0,15.39,3.6,4.8,3
eBike,8.2,41.8,468.0,41.62,4.5,4.6,0
Premier Sedan,13.1,32.1,320.0,49.08,4.7,4.2,1
Premier Sedan,7.8,42.1,513.0,4.86,4.6,4.4,0
Auto,13.8,39.6,105.0,23.05,3.9,4.8,2
Bike,8.6,21.3,968.0,17.03,3.9,5.0,4
Go Sedan,7.8,39.0,216.0,23.65,3.7,3.9,3
Auto,8.7,24.5,855.0,31.24,3.1,4.9,0
Go Sedan,10.7,43.2,102.0,16.15,4.2,4.6,0
Go Sedan,12.3,31.6,456.0,37.04,5.0,4.8,4
Bike,13.6,19.5,221.0,39.83,4.1,4.1,0
Bike,5.5,20.1,149.0,14.67,4.3,4.8,0
Auto,14.7,20.6,247.0,47.29,4.3,4.7,0
eBike,9.9,41.7,413.0,16.12,4.1,4.6,3
Bike,11.3,24.0,232.0,41.4,3.8,4.8,0
Go Mini,7.5,21.6,710.0,22.1,4.9,4.8,3
Premier Sedan,9.7,27.4,1109.0,23.21,4.4,4.3,1
Go Mini,9.5,18.3,910.0,20.08,4.2,3.6,0
eBike,3.5,32.3,1378.0,7.19,4.3,5.0,0
Go Sedan,14.4,26.5,951.0,31.55,3.1,4.2,1
Go Sedan,12.3,19.5,334.0,46.53,4.3,4.2,0
Go Sedan,7.4,21.6,143.0,46.44,4.7,4.2,3
Go Mini,6.7,44.1,120.0,17.84,4.1,4.2,0
Go Mini,10.1,23.9,587.0,33.99,3.9,5.0,3
Premier Sedan,6.5,38.4,58.0,33.4,3.1,4.8,3
eBike,10.3,30.3,837.0,31.67,4.8,4.6,4
Auto,14.7,30.3,956.0,3.97,4.3,5.0,0
Go Sedan,3.5,42.8,670.0,47.79,4.2,4.3,0
Bike,11.1,34.0,761.0,26.76,4.3,5.0,3
Auto,10.9,17.7,100.0,35.66,4.3,4.3,3
Auto,2.9,44.4,1250.0,19.64,3.9,4.6,0
eBike,13.8,17.6,689.0,27.36,4.4,4.2,2
Go Sedan,3.2,33.5,279.0,4.43,4.3,4.4,0
Auto,10.9,20.5,898.0,6.69,4.3,4.9,1
eBike,12.8,29.3,142.0,42.94,4.2,3.6,0
Auto,4.4,16.2,108.0,49.96,4.6,3.4,0
Auto,6.4,41.9,63.0,6.23,4.5,5.0,3
eBike,3.2,27.4,762.0,23.89,4.2,4.9,1
Go Sedan,13.1,36.1,442.0,31.55,4.3,4.0,0
Bike,3.7,20.8,110.0,37.78,4.6,3.7,4
Go Mini,5.0,29.6,973.0,49.57,4.6,4.4,3
Auto,5.2,28.6,451.0,46.91,5.0,4.6,3
Bike,10.0,40.2,233.0,47.58,4.9,5.0,4
Auto,4.2,35.8,116.0,3.96,4.0,4.8,3
Auto,4.0,43.3,411.0,7.77,4.2,4.7,3
Auto,7.1,32.0,737.0,34.79,4.0,4.7,3
Auto,8.2,27.8,276.0,35.68,4.3,4.3,3
Auto,13.6,19.7,584.0,11.84,4.1,5.0,0
Go Sedan,5.5,41.0,264.0,25.21,4.6,4.1,1
Bike,2.3,41.3,796.0,36.64,4.7,4.9,2
Go Sedan,13.1,35.1,91.0,37.73,4.4,4.2,1
Go Mini,8.6,28.1,146.0,43.68,4.4,4.3,3
Go Sedan,8.6,20.2,103.0,44.84,4.2,4.9,3
Auto,12.1,34.5,140.0,26.54,5.0,3.9,0
Premier Sedan,5.5,19.6,99.0,7.03,4.7,4.8,0
Go Mini,2.4,42.1,370.0,37.69,3.8,5.0,3
Go Mini,7.8,28.8,432.0,46.81,3.6,3.4,3
Auto,14.6,17.6,377.0,47.04,4.3,4.2,3
Bike,2.4,24.8,382.0,23.31,4.6,4.0,3
eBike,9.7,27.3,354.0,6.85,4.1,5.0,0
Bike,15.0,18.4,696.0,36.83,3.9,4.2,3
Go Sedan,13.6,28.4,277.0,33.02,4.1,4.4,1
Go Sedan,9.0,39.6,789.0,9.5,4.5,4.3,2
Bike,14.2,20.8,495.0,48.2,4.2,4.1,0
Auto,14.7,25.9,618.0,24.42,4.2,4.8,3
Auto,4.9,27.7,480.0,19.51,4.3,4.9,0
Go Sedan,12.4,39.7,712.0,34.23,4.8,4.1,1
Premier Sedan,7.9,44.2,933.0,46.94,4.6,4.2,0
Go Sedan,9.6,21.0,160.0,23.63,4.6,4.5,3
Auto,13.5,34.7,222.0,37.74,5.0,4.8,4
Go Sedan,3.5,39.0,161.0,15.77,4.9,4.4,3
Bike,12.1,30.8,595.0,28.63,4.9,3.8,3
Auto,6.4,22.4,147.0,37.12,4.7,3.4,0
Go Mini,11.3,42.7,376.0,6.31,4.7,4.8,4
Go Mini,10.2,23.4,453.0,6.76,4.9,4.4,0
Auto,5.0,34.5,445.0,35.49,4.8,3.0,2
eBike,3.1,30.3,199.0,8.46,4.6,3.3,1
Uber XL,5.6,31.6,255.0,7.03,3.2,4.4,3
eBike,11.5,41.5,622.0,39.59,4.1,4.6,0
Go Mini,2.6,28.7,443.0,19.81,4.2,4.6,3
Go Sedan,13.8,35.5,249.0,5.07,4.7,4.2,4
eBike,11.6,38.7,298.0,18.31,4.1,4.2,0
Auto,9.8,28.4,252.0,41.89,5.0,4.7,3
Bike,11.7,26.3,1334.0,24.85,4.3,4.3,0
Auto,6.8,38.0,255.0,45.11,4.3,4.9,3
Auto,4.2,38.4,324.0,37.03,4.7,3.1,3
eBike,14.4,43.5,210.0,20.89,4.2,3.7,0
Go Mini,7.9,44.4,242.0,43.74,4.4,3.2,4
Go Mini,3.7,36.3,548.0,47.96,4.9,4.7,0
Go Sedan,9.2,41.9,59.0,5.94,4.6,4.8,4
Bike,13.0,18.1,507.0,23.71,3.8,4.2,3
Auto,7.7,33.3,319.0,5.43,4.3,4.6,2
Uber XL,6.0,32.4,567.0,24.51,3.9,3.8,0
Go Sedan,7.9,34.9,53.0,32.55,4.2,4.8,3
Go Mini,3.3,24.3,532.0,19.7,4.1,4.6,0
Go Sedan,8.9,32.9,587.0,14.6,4.7,4.9,1
Auto,11.1,29.9,902.0,25.19,4.9,4.9,4
Auto,3.8,26.2,215.0,12.62,4.3,3.9,3
Go Sedan,4.5,37.6,141.0,32.64,4.4,4.1,3
Bike,10.8,41.7,926.0,26.16,4.8,4.5,3
Go Mini,13.9,26.6,241.0,25.59,4.3,4.3,0
Bike,2.1,33.8,812.0,21.85,4.3,4.9,3
Go Sedan,2.7,25.2,696.0,15.92,4.3,4.2,1
Premier Sedan,8.8,23.5,427.0,20.49,4.5,4.3,4
eBike,8.8,31.1,448.0,38.72,4.4,4.3,0
Go Mini,8.1,39.9,219.0,27.58,4.4,4.5,3
Go Sedan,2.9,16.3,421.0,37.91,4.1,5.0,3
Auto,3.0,16.7,192.0,35.4,4.2,4.6,3
Go Sedan,12.7,30.1,628.0,14.82,3.9,4.2,3
Premier Sedan,5.5,16.7,765.0,32.09,4.6,4.6,0
Go Mini,13.2,34.8,902.0,26.78,4.2,4.2,0
Go Mini,4.1,36.4,311.0,43.47,4.6,4.3,3
Premier Sedan,7.4,28.5,285.0,41.3,4.8,4.9,0
Go Mini,14.9,31.0,654.0,13.17,4.3,4.9,3
Go Sedan,10.5,29.3,159.0,14.97,4.1,4.7,0
Premier Sedan,5.8,35.9,1296.0,6.98,3.7,4.3,4
Premier Sedan,9.2,17.9,183.0,48.37,4.2,4.8,0
Go Sedan,8.9,22.6,220.0,34.59,4.7,4.8,2
eBike,7.9,41.2,720.0,25.79,4.9,4.9,3
Go Mini,12.1,31.2,407.0,4.21,3.1,4.7,3
Go Sedan,10.1,18.0,825.0,27.8,4.8,4.5,0
Auto,13.1,22.4,283.0,43.54,4.5,3.2,1
Go Mini,9.1,19.3,317.0,29.1,3.3,3.8,3
Bike,5.1,36.7,906.0,14.88,3.8,4.5,0
Go Sedan,12.3,24.6,237.0,15.18,3.6,3.3,3
Go Sedan,9.8,37.5,1262.0,32.2,4.5,4.0,1
Go Mini,10.1,38.8,694.0,25.2,4.6,4.7,3
Bike,9.5,41.0,490.0,11.63,4.1,3.8,0
Go Mini,11.4,30.0,477.0,9.01,4.1,3.7,3
Go Mini,9.0,38.8,168.0,3.8,5.0,4.3,0
Uber XL,12.0,25.4,410.0,14.62,4.7,4.4,2
Go Sedan,11.3,40.6,337.0,44.01,3.2,4.2,1
Go Mini,3.3,31.9,148.0,37.66,4.4,4.9,3
Bike,2.9,35.5,199.0,43.06,4.7,4.9,3
Auto,9.2,26.9,848.0,32.65,3.8,3.9,3
Premier Sedan,3.0,42.1,222.0,12.9,4.2,4.6,3
Auto,3.8,20.3,1343.0,21.95,4.7,4.6,3
Uber XL,14.0,15.7,852.0,31.74,3.3,4.9,3
Auto,2.7,28.1,216.0,30.13,4.1,4.7,0
Go Sedan,2.3,21.2,127.0,36.22,4.2,4.1,0
Auto,6.0,19.1,323.0,13.92,4.5,4.4,0
Premier Sedan,4.8,33.7,599.0,25.11,4.3,4.3,3
Go Mini,8.5,41.6,435.0,46.19,4.6,4.6,3
Go Mini,4.1,36.7,303.0,35.34,4.1,4.2,3
Go Sedan,4.3,16.6,186.0,7.85,4.5,4.3,3
Premier Sedan,10.0,42.9,385.0,25.66,4.5,4.9,0
Auto,2.1,33.9,543.0,35.87,4.3,5.0,3
Auto,10.8,28.0,2994.0,47.9,3.1,3.7,3
Bike,3.7,30.2,294.0,47.85,3.6,4.1,0
Go Mini,2.5,41.4,678.0,32.15,4.2,4.2,3
Go Sedan,11.7,21.5,215.0,43.24,4.2,4.8,3
Go Mini,8.6,39.0,313.0,10.65,4.5,4.3,3
Go Mini,4.1,36.1,171.0,11.1,3.6,4.2,3
Go Sedan,11.3,24.1,408.0,23.93,5.0,4.0,3
Go Mini,12.6,16.1,594.0,20.72,4.3,4.9,1
eBike,3.1,20.8,356.0,19.43,4.2,3.7,3
Bike,6.3,15.4,1178.0,34.69,4.1,4.8,0
Go Mini,7.2,23.8,273.0,14.09,3.8,4.6,1
Go Mini,12.1,28.4,780.0,20.27,4.3,4.7,2
Go Sedan,9.4,25.9,169.0,48.98,3.7,4.1,0
Go Sedan,3.3,23.3,122.0,38.18,4.3,5.0,4
Go Sedan,2.4,30.7,95.0,12.77,3.4,4.1,2
Auto,11.1,36.4,233.0,46.53,4.6,4.6,0
Bike,3.7,29.5,169.0,24.73,3.1,4.9,0
